Date,AAPL,AMZN,KO,MSFT,NKE
"2012-09-20",24.953571,260.809998,38.639999,31.450001,24.18
"2012-09-21",25.003214,257.470001,38.029999,31.190001,24.129999
"2012-09-24",24.671072,254.800003,38.119999,30.780001,23.83
"2012-09-25",24.055,252.460007,37.68,30.389999,23.77
"2012-09-26",23.756428,249.669998,37.759998,30.17,23.872499
"2012-09-27",24.332857,256.589996,38.310001,30.16,24
"2012-09-28",23.825001,254.320007,37.93,29.76,23.727501
"2012-10-01",23.549643,252.009995,38.380001,29.49,23.887501
"2012-10-02",23.618214,250.600006,38.34,29.66,23.737499
"2012-10-03",23.980356,255.919998,38.240002,29.860001,23.450001
"2012-10-04",23.814285,260.470001,38.330002,30.030001,23.9725
"2012-10-05",23.306786,258.51001,38.580002,29.85,23.805
"2012-10-08",22.791786,259.059998,38.580002,29.780001,23.747499
"2012-10-09",22.708929,250.960007,38.560001,29.280001,23.620001
"2012-10-10",22.889643,244.990005,38.09,28.98,23.555
"2012-10-11",22.432142,244.220001,38.110001,28.950001,23.725
"2012-10-12",22.489643,242.360001,38.23,29.200001,23.605
"2012-10-15",22.67,244.179993,38.130001,29.51,23.9025
"2012-10-16",23.206785,243.940002,37.900002,29.49,24.309999
"2012-10-17",23.021786,247.490005,37.740002,29.59,24.3925
"2012-10-18",22.594286,244.850006,37.84,29.5,24.3925
"2012-10-19",21.780001,240,37.400002,28.639999,24.112499
"2012-10-22",22.643929,233.779999,37.23,28,23.620001
"2012-10-23",21.905714,234.309998,36.610001,28.049999,23.205
"2012-10-24",22.029642,228.490005,36.880001,27.9,23.2225
"2012-10-25",21.769285,222.919998,37.09,27.879999,22.827499
"2012-10-26",21.571428,238.240005,37.040001,28.209999,22.7875
"2012-10-31",21.261429,232.889999,37.18,28.540001,22.844999
"2012-11-01",21.305,232.139999,37.330002,29.52,23.8375
"2012-11-02",20.6,232.419998,37.080002,29.5,23.635
"2012-11-05",20.879286,234.330002,36.77,29.629999,23.815001
"2012-11-06",20.816071,237.559998,37.419998,29.860001,24.032499
"2012-11-07",19.928572,232.059998,36.720001,29.08,23.6625
"2012-11-08",19.205357,227.350006,36.360001,28.809999,22.965
"2012-11-09",19.537857,226.309998,36.290001,28.83,23.077499
"2012-11-12",19.386786,226.470001,36.080002,28.219999,23.0725
"2012-11-13",19.389286,226.600006,36.16,27.09,22.8675
"2012-11-14",19.174286,222.949997,36.009998,26.84,22.65
"2012-11-15",18.772142,220.600006,36.43,26.66,22.7075
"2012-11-16",18.845715,225.229996,36.560001,26.52,23.147499
"2012-11-19",20.204643,229.710007,37.240002,26.73,24.08
"2012-11-20",20.032499,233.779999,37.25,26.709999,23.9025
"2012-11-21",20.060715,238.029999,37.389999,26.950001,23.9
"2012-11-23",20.410715,239.880005,37.93,27.700001,24.1875
"2012-11-26",21.054644,243.619995,37.360001,27.389999,24.415001
"2012-11-27",20.885,243.399994,37.419998,27.08,24.252501
"2012-11-28",20.819286,247.110001,37.560001,27.360001,24.782499
"2012-11-29",21.048571,251.270004,37.970001,26.950001,24.7425
"2012-11-30",20.902857,252.050003,37.919998,26.620001,24.370001
"2012-12-03",20.935358,250.330002,37.380001,26.43,24.389999
"2012-12-04",20.566071,252.490005,37.150002,26.370001,24.4175
"2012-12-05",19.2425,253.960007,37.310001,26.67,24.42
"2012-12-06",19.544285,253.369995,37.380001,26.73,24.605
"2012-12-07",19.044643,253.270004,37.709999,26.459999,24.647499
"2012-12-10",18.922142,247.770004,37.639999,26.940001,24.52
"2012-12-11",19.335358,250.690002,37.860001,27.32,24.852501
"2012-12-12",19.25,251.759995,37.639999,27.24,24.799999
"2012-12-13",18.9175,251.25,37.599998,27.110001,24.3325
"2012-12-14",18.206785,249.190002,37.66,26.809999,24.227501
"2012-12-17",18.529642,253.860001,37.5,27.1,24.497499
"2012-12-18",19.067858,260.399994,37.279999,27.559999,24.73
"2012-12-19",18.796785,257.98999,36.779999,27.309999,24.445
"2012-12-20",18.633215,261.5,37.049999,27.68,24.75
"2012-12-21",18.547501,256.920013,36.889999,27.450001,26.275
"2012-12-24",18.577499,258.619995,36.73,27.059999,26.4
"2012-12-26",18.321428,248.630005,36.419998,26.860001,25.665001
"2012-12-27",18.395,248.309998,36.419998,26.959999,25.879999
"2012-12-28",18.199642,245.179993,35.970001,26.549999,25.495001
"2012-12-31",19.006071,250.869995,36.25,26.709999,25.799999
"2013-01-02",19.608213,257.309998,37.599998,27.620001,25.92
"2013-01-03",19.360714,258.480011,37.599998,27.25,26.184999
"2013-01-04",18.821428,259.149994,37.66,26.74,26.440001
"2013-01-07",18.710714,268.459991,37.299999,26.690001,26.48
"2013-01-08",18.761072,266.380005,37.040001,26.549999,26.200001
"2013-01-09",18.467857,266.350006,37.029999,26.700001,26.225
"2013-01-10",18.696785,265.339996,36.959999,26.459999,26.275
"2013-01-11",18.582144,267.940002,36.91,26.83,26.549999
"2013-01-14",17.919643,272.730011,36.990002,26.889999,26.594999
"2013-01-15",17.354286,271.899994,37.32,27.209999,26.82
"2013-01-16",18.074642,268.929993,37.32,27.040001,26.865
"2013-01-17",17.952858,270.480011,37.509998,27.25,26.74
"2013-01-18",17.857143,272.119995,37.700001,27.25,26.645
"2013-01-22",18.0275,270.190002,37.130001,27.15,26.74
"2013-01-23",18.3575,268.109985,37.130001,27.610001,26.545
"2013-01-24",16.089285,273.459991,37.110001,27.629999,26.93
"2013-01-25",15.71,283.98999,37.049999,27.879999,27.775
"2013-01-28",16.065357,276.040009,37.009998,27.91,27.25
"2013-01-29",16.366785,260.350006,37.419998,28.01,26.959999
"2013-01-30",16.315357,272.76001,37.5,27.85,26.805
"2013-01-31",16.2675,265.5,37.240002,27.450001,27.025
"2013-02-01",16.200714,265,37.540001,27.93,26.85
"2013-02-04",15.797143,259.980011,37.349998,27.440001,26.83
"2013-02-05",16.351429,266.890015,38.139999,27.5,26.945
"2013-02-06",16.333929,262.220001,38.310001,27.34,27.08
"2013-02-07",16.722143,260.230011,38.91,27.280001,27.34
"2013-02-08",16.963572,261.950012,38.77,27.549999,27.295
"2013-02-11",17.140358,257.209991,38.610001,27.860001,27.610001
"2013-02-12",16.710714,258.700012,37.560001,27.879999,27.545
"2013-02-13",16.678928,269.470001,37.209999,28.030001,27.280001
"2013-02-14",16.663929,269.23999,36.84,28.040001,27.309999
"2013-02-15",16.434286,265.089996,37.419998,28.01,27.475
"2013-02-19",16.428215,269.75,37.669998,28.049999,27.235001
"2013-02-20",16.030357,266.410004,37.73,27.870001,27.01
"2013-02-21",15.930715,265.940002,37.709999,27.49,27.27
"2013-02-22",16.100357,265.420013,38.52,27.76,27.235001
"2013-02-25",15.814285,259.869995,37.720001,27.370001,27.02
"2013-02-26",16.034643,259.359985,38.110001,27.370001,27.135
"2013-02-27",15.8775,263.25,38.450001,27.809999,27.17
"2013-02-28",15.764286,264.269989,38.720001,27.799999,27.23
"2013-03-01",15.373929,265.73999,38.700001,27.950001,27.41
"2013-03-04",15.001785,273.109985,38.82,28.15,27.365
"2013-03-05",15.397857,275.589996,38.68,28.35,27.450001
"2013-03-06",15.202143,273.790009,39.02,28.09,27.65
"2013-03-07",15.377857,273.880005,39.119999,28.139999,27.610001
"2013-03-08",15.418571,274.190002,39.220001,28,27.344999
"2013-03-11",15.638214,271.23999,39.310001,27.870001,27.264999
"2013-03-12",15.301071,274.130005,38.959999,27.91,26.745001
"2013-03-13",15.298214,275.100006,38.59,27.92,27.424999
"2013-03-14",15.446428,265.73999,39.02,28.139999,27.344999
"2013-03-15",15.845,261.820007,38.830002,28.040001,27.389999
"2013-03-18",16.275715,257.890015,38.759998,28.1,27.08
"2013-03-19",16.231785,256.410004,39.330002,28.18,26.915001
"2013-03-20",16.145714,257.279999,39.869999,28.32,27.415001
"2013-03-21",16.168928,253.389999,40.07,28.110001,26.799999
"2013-03-22",16.496786,257.75,40.040001,28.25,29.764999
"2013-03-25",16.556429,256.019989,40.119999,28.16,29.780001
"2013-03-26",16.469286,260.309998,40.689999,28.16,29.735001
"2013-03-27",16.145714,265.299988,40.220001,28.370001,29.225
"2013-03-28",15.809286,266.48999,40.439999,28.610001,29.504999
"2013-04-01",15.318214,261.609985,40.450001,28.610001,29.129999
"2013-04-02",15.349643,263.320007,40.720001,28.799999,29.450001
"2013-04-03",15.428214,259.029999,40.169998,28.559999,29.455
"2013-04-04",15.275714,259.079987,40.540001,28.6,29.67
"2013-04-05",15.114285,255.479996,40.080002,28.700001,29.485001
"2013-04-08",15.221786,258.950012,40.860001,28.59,29.975
"2013-04-09",15.249286,261.140015,40.709999,29.610001,29.945
"2013-04-10",15.560357,264.769989,41.07,30.280001,30.145
"2013-04-11",15.511786,269.850006,41.18,28.940001,30.6
"2013-04-12",15.35,272.869995,41.080002,28.790001,30.290001
"2013-04-15",14.994643,267.720001,40.09,28.690001,29.834999
"2013-04-16",15.222857,272.339996,42.369999,28.969999,30.25
"2013-04-17",14.385715,267.399994,42.549999,28.83,30.450001
"2013-04-18",14.001785,259.420013,42.099998,28.790001,30.09
"2013-04-19",13.9475,260.320007,42.66,29.77,30.459999
"2013-04-22",14.238214,263.549988,42.720001,30.83,30.68
"2013-04-23",14.504642,268.899994,42.700001,30.6,30.84
"2013-04-24",14.480714,268.779999,42.150002,31.76,30.764999
"2013-04-25",14.585,274.700012,42.349998,31.940001,31.035
"2013-04-26",14.9,254.809998,42.099998,31.790001,30.945
"2013-04-29",15.361428,249.740005,42.240002,32.610001,31.315001
"2013-04-30",15.813571,253.809998,42.330002,33.099998,31.799999
"2013-05-01",15.688929,248.229996,42.209999,32.720001,31.68
"2013-05-02",15.911428,252.550003,41.959999,33.16,31.66
"2013-05-03",16.070715,258.049988,42.240002,33.490002,32.275002
"2013-05-06",16.453928,255.720001,42.080002,33.75,31.98
"2013-05-07",16.380714,257.730011,42.700001,33.310001,31.955
"2013-05-08",16.565714,258.679993,42.459999,32.990002,31.950001
"2013-05-09",16.313213,260.160004,42.119999,32.66,31.870001
"2013-05-10",16.1775,263.630005,42.150002,32.689999,32.380001
"2013-05-13",16.240715,264.51001,42.189999,33.029999,32.325001
"2013-05-14",15.852143,268.329987,42.52,33.529999,32.955002
"2013-05-15",15.316072,266.559998,42.919998,33.849998,32.915001
"2013-05-16",15.520715,264.119995,43.09,34.080002,32.220001
"2013-05-17",15.473572,269.899994,42.970001,34.869999,32.66
"2013-05-20",15.818929,267.630005,42.380001,35.080002,32.665001
"2013-05-21",15.702143,268.859985,42.34,34.849998,32.615002
"2013-05-22",15.7625,262.959991,42.25,34.610001,32.224998
"2013-05-23",15.790714,261.799988,41.93,34.150002,31.665001
"2013-05-24",15.898214,261.73999,42.240002,34.27,31.395
"2013-05-28",15.765715,267.290009,42.549999,35.02,31.639999
"2013-05-29",15.891071,265.529999,41.400002,34.880001,31.465
"2013-05-30",16.127857,266.829987,40.77,35.029999,31.205
"2013-05-31",16.061787,269.200012,39.990002,34.900002,30.83
"2013-06-03",16.097143,266.880005,40.810001,35.59,31.514999
"2013-06-04",16.046785,265.700012,41.419998,34.990002,31.389999
"2013-06-05",15.896786,267.170013,40.650002,34.779999,30.875
"2013-06-06",15.659286,267.829987,40.790001,34.959999,31.08
"2013-06-07",15.778929,276.869995,41.41,35.669998,31.375
"2013-06-10",15.674643,281.070007,41.18,35.470001,31.52
"2013-06-11",15.628572,274.779999,40.790001,34.84,31.075001
"2013-06-12",15.435357,271.670013,40.389999,35,30.705
"2013-06-13",15.57,275.790009,40.41,34.720001,30.879999
"2013-06-14",15.358929,273.98999,40.34,34.400002,30.945
"2013-06-17",15.428572,278.059998,40.68,35,30.969999
"2013-06-18",15.420357,281.76001,40.93,34.98,31.075001
"2013-06-19",15.107142,278.160004,40.41,34.59,30.875
"2013-06-20",14.887143,273.440002,39.130001,33.490002,30.389999
"2013-06-21",14.767858,273.359985,39.759998,33.27,30.285
"2013-06-24",14.376429,270.609985,39.529999,33.720001,29.975
"2013-06-25",14.379642,272.089996,39.720001,33.669998,30.195
"2013-06-26",14.216785,277.570007,40.330002,34.349998,30.924999
"2013-06-27",14.063571,277.549988,40.259998,34.619999,31.16
"2013-06-28",14.161786,277.690002,40.110001,34.540001,31.84
"2013-07-01",14.615,282.100006,40.459999,34.360001,31.165001
"2013-07-02",14.946072,283.730011,40.369999,33.939999,31.309999
"2013-07-03",15.028571,284.029999,40.490002,34.009998,31.43
"2013-07-05",14.907857,285.880005,40.52,34.209999,31.82
"2013-07-08",14.823215,290.589996,40.540001,34.330002,31.860001
"2013-07-09",15.083928,291.529999,40.830002,34.349998,31.965
"2013-07-10",15.026072,292.329987,40.68,34.700001,31.799999
"2013-07-11",15.260357,299.660004,41.029999,35.689999,31.860001
"2013-07-12",15.2325,307.549988,41.029999,35.669998,31.834999
"2013-07-15",15.265715,306.570007,41.009998,36.169998,31.674999
"2013-07-16",15.364285,306.869995,40.23,36.27,31.35
"2013-07-17",15.368215,308.690002,40.84,35.740002,31.665001
"2013-07-18",15.42,304.109985,40.810001,35.439999,31.66
"2013-07-19",15.176785,305.230011,41.09,31.4,31.674999
"2013-07-22",15.225357,303.480011,40.84,32.009998,31.645
"2013-07-23",14.963928,301.059998,40.959999,31.82,31.594999
"2013-07-24",15.7325,298.940002,40.860001,31.959999,31.315001
"2013-07-25",15.660714,303.399994,40.84,31.389999,31.245001
"2013-07-26",15.749643,312.01001,40.639999,31.620001,31.264999
"2013-07-29",15.9925,306.100006,40.279999,31.540001,31.355
"2013-07-30",16.190001,302.410004,40.32,31.85,31.424999
"2013-07-31",16.161785,301.220001,40.080002,31.84,31.459999
"2013-08-01",16.309999,305.570007,40.57,31.67,32.985001
"2013-08-02",16.519285,304.209991,40.220001,31.889999,33.150002
"2013-08-05",16.766071,300.98999,40.290001,31.700001,33.200001
"2013-08-06",16.616072,300.75,40.369999,31.58,33.27
"2013-08-07",16.606428,296.910004,40.150002,32.060001,32.814999
"2013-08-08",16.464643,295.73999,40.200001,32.889999,33.025002
"2013-08-09",16.230356,297.26001,40.16,32.700001,33.154999
"2013-08-12",16.691429,296.690002,39.830002,32.869999,33.255001
"2013-08-13",17.484642,293.970001,39.650002,32.23,32.904999
"2013-08-14",17.803572,291.339996,39.529999,32.349998,32.174999
"2013-08-15",17.782499,286.470001,39.09,31.790001,31.745001
"2013-08-16",17.940357,284.820007,39.049999,31.799999,31.825001
"2013-08-19",18.133572,285.570007,38.779999,31.389999,32.355
"2013-08-20",17.895357,287.089996,38.650002,31.620001,32.314999
"2013-08-21",17.941429,284.570007,38.279999,31.610001,32.064999
"2013-08-22",17.962856,289.730011,38.310001,32.389999,32.43
"2013-08-23",17.893572,290.01001,38.52,34.75,32.105
"2013-08-26",17.963215,286.209991,38.119999,34.150002,31.959999
"2013-08-27",17.449642,280.929993,38.150002,33.259998,31.405001
"2013-08-28",17.532143,281.579987,38.349998,33.02,31.684999
"2013-08-29",17.560715,283.980011,38.099998,33.549999,31.74
"2013-08-30",17.400715,280.980011,38.18,33.400002,31.41
"2013-09-03",17.449286,288.799988,37.900002,31.879999,32.145
"2013-09-04",17.810358,293.640015,38.540001,31.200001,32.564999
"2013-09-05",17.688213,294.100006,38.240002,31.23,32.689999
"2013-09-06",17.793571,295.859985,38.349998,31.15,32.490002
"2013-09-09",18.077499,299.709991,38.52,31.66,32.700001
"2013-09-10",17.665714,300.359985,38.630001,32.389999,33.41
"2013-09-11",16.703928,299.640015,38.779999,32.740002,33.794998
"2013-09-12",16.881786,298.859985,38.439999,32.689999,34.040001
"2013-09-13",16.603571,297.920013,38.689999,33.029999,33.955002
"2013-09-16",16.075714,296.059998,38.860001,32.799999,34.095001
"2013-09-17",16.261429,304.170013,38.790001,32.93,34.16
"2013-09-18",16.595715,312.029999,39.59,33.32,34.740002
"2013-09-19",16.867857,312.059998,39.310001,33.639999,34.75
"2013-09-20",16.693214,316.339996,39.400002,32.790001,34.685001
"2013-09-23",17.522858,311.48999,38.630001,32.740002,34.490002
"2013-09-24",17.467857,314.130005,38.529999,32.450001,34.715
"2013-09-25",17.1975,312.649994,38.330002,32.509998,34.459999
"2013-09-26",17.365,318.119995,38.740002,32.77,35.169998
"2013-09-27",17.241072,316.01001,38.400002,33.27,36.82
"2013-09-30",17.026785,312.640015,37.880001,33.279999,36.32
"2013-10-01",17.427143,320.950012,37.950001,33.580002,36.209999
"2013-10-02",17.484285,320.51001,37.43,33.919998,35.945
"2013-10-03",17.264643,314.76001,37.16,33.860001,35.82
"2013-10-04",17.251072,319.040009,37.200001,33.880001,36.07
"2013-10-07",17.419643,310.029999,37.049999,33.299999,35.669998
"2013-10-08",17.176428,303.230011,37.279999,33.009998,35.139999
"2013-10-09",17.378214,298.230011,37.080002,33.07,35.445
"2013-10-10",17.487143,305.170013,37.779999,33.759998,36.720001
"2013-10-11",17.600357,310.890015,37.77,34.130001,36.73
"2013-10-14",17.715714,310.700012,37.91,34.450001,37.029999
"2013-10-15",17.809999,306.399994,37.66,34.490002,36.855
"2013-10-16",17.896786,310.48999,38,34.639999,37.259998
"2013-10-17",18.017857,310.769989,38.549999,34.919998,37.27
"2013-10-18",18.174643,328.929993,38.779999,34.959999,37.965
"2013-10-21",18.620001,326.440002,38.82,34.990002,38.044998
"2013-10-22",18.566786,332.540009,39.09,34.580002,37.98
"2013-10-23",18.748571,326.76001,39.09,33.759998,37.779999
"2013-10-24",18.996786,332.209991,38.799999,33.720001,37.755001
"2013-10-25",18.784286,363.390015,39.029999,35.73,37.849998
"2013-10-28",18.924286,358.160004,39.610001,35.57,37.755001
"2013-10-29",18.452858,362.700012,39.799999,35.52,37.955002
"2013-10-30",18.746429,361.079987,39.619999,35.540001,38.064999
"2013-10-31",18.667856,364.029999,39.57,35.41,37.880001
"2013-11-01",18.5725,359,39.610001,35.529999,38.029999
"2013-11-04",18.8125,358.73999,39.509998,35.939999,38.185001
"2013-11-05",18.766071,358.890015,39.5,36.639999,38.599998
"2013-11-06",18.604286,356.179993,40.049999,38.18,38.380001
"2013-11-07",18.303215,343.559998,39.830002,37.5,37.849998
"2013-11-08",18.591429,350.309998,40.049999,37.779999,38.560001
"2013-11-11",18.5375,354.380005,39.869999,37.59,38.580002
"2013-11-12",18.571785,349.529999,39.880001,37.360001,38.435001
"2013-11-13",18.593929,356.220001,40.119999,38.16,38.924999
"2013-11-14",18.862858,367.399994,40.209999,38.02,39.32
"2013-11-15",18.749643,369.170013,40.220001,37.84,39.610001
"2013-11-18",18.522499,366.179993,40.169998,37.200001,39.290001
"2013-11-19",18.555357,364.940002,40.139999,36.740002,38.904999
"2013-11-20",18.392857,362.570007,40.060001,37.080002,38.919998
"2013-11-21",18.612143,368.920013,40.43,37.400002,39.044998
"2013-11-22",18.564285,372.309998,40.43,37.57,39.435001
"2013-11-25",18.705,376.640015,40.369999,37.639999,39.564999
"2013-11-26",19.049999,381.369995,40.25,37.349998,39.799999
"2013-11-27",19.498571,386.709991,40.189999,37.599998,39.665001
"2013-11-29",19.859642,393.619995,40.189999,38.130001,39.57
"2013-12-02",19.686787,392.299988,40.080002,38.450001,39.544998
"2013-12-03",20.225714,384.660004,40.349998,38.310001,39.564999
"2013-12-04",20.178572,385.959991,40.369999,38.939999,39.41
"2013-12-05",20.282143,384.48999,39.830002,38,39.474998
"2013-12-06",20.000713,386.950012,40.459999,38.360001,39.93
"2013-12-09",20.229643,384.890015,40.400002,38.709999,39.889999
"2013-12-10",20.198214,387.779999,39.849998,38.110001,39.610001
"2013-12-11",20.048571,382.190002,40.130001,37.610001,38.419998
"2013-12-12",20.019285,381.25,39.209999,37.220001,38.115002
"2013-12-13",19.801071,384.23999,39.23,36.689999,38.200001
"2013-12-16",19.910715,388.970001,39.27,36.889999,38.220001
"2013-12-17",19.821072,387.649994,39.099998,36.52,38.380001
"2013-12-18",19.670357,395.959991,40.02,36.580002,39.275002
"2013-12-19",19.445,395.190002,39.860001,36.25,39.130001
"2013-12-20",19.607857,402.200012,40.040001,36.799999,38.669998
"2013-12-23",20.360357,402.920013,40.16,36.619999,38.555
"2013-12-24",20.273928,399.200012,40.189999,37.080002,38.830002
"2013-12-26",20.139286,404.390015,40.490002,37.439999,39.095001
"2013-12-27",20.003214,398.079987,40.66,37.290001,39.080002
"2013-12-30",19.804285,393.369995,41.09,37.290001,39.369999
"2013-12-31",20.036428,398.790009,41.310001,37.41,39.32
"2014-01-02",19.754642,397.970001,40.66,37.16,39.119999
"2014-01-03",19.320715,396.440002,40.459999,36.91,39.014999
"2014-01-06",19.426071,393.630005,40.27,36.130001,38.715
"2014-01-07",19.287144,398.029999,40.389999,36.41,38.744999
"2014-01-08",19.409286,401.920013,39.939999,35.759998,38.544998
"2014-01-09",19.161428,401.01001,39.73,35.529999,38.544998
"2014-01-10",19.033571,397.660004,40.130001,36.040001,38.459999
"2014-01-13",19.133215,390.980011,39.529999,34.98,37.59
"2014-01-14",19.513929,397.540009,39.689999,35.779999,37.584999
"2014-01-15",19.905714,395.869995,39.759998,36.759998,37.715
"2014-01-16",19.794643,395.799988,39.709999,36.889999,37.395
"2014-01-17",19.309643,399.609985,39.279999,36.380001,36.695
"2014-01-21",19.609642,407.049988,39.919998,36.169998,36.875
"2014-01-22",19.696785,404.540009,39.900002,35.93,36.75
"2014-01-23",19.863571,399.869995,39.240002,36.060001,36.365002
"2014-01-24",19.502501,387.600006,38.84,36.810001,35.825001
"2014-01-27",19.660715,386.279999,38.73,36.029999,35.950001
"2014-01-28",18.089285,394.429993,38.869999,36.27,36.355
"2014-01-29",17.883928,384.200012,37.900002,36.66,35.884998
"2014-01-30",17.849285,403.01001,38.169998,36.860001,36.970001
"2014-01-31",17.878571,358.690002,37.82,37.84,36.424999
"2014-02-03",17.911785,346.149994,37.200001,36.48,35.439999
"2014-02-04",18.171072,347.950012,37.48,36.349998,35.255001
"2014-02-05",18.306786,346.450012,37.610001,35.82,35.299999
"2014-02-06",18.303928,354.589996,38.029999,36.18,35.755001
"2014-02-07",18.559999,361.079987,37.950001,36.560001,36.345001
"2014-02-10",18.8925,360.869995,38.57,36.799999,36.334999
"2014-02-11",19.141428,361.790009,38.639999,37.169998,36.990002
"2014-02-12",19.139999,349.25,38.509998,37.470001,37.055
"2014-02-13",19.443928,357.200012,38.650002,37.610001,37.435001
"2014-02-14",19.428215,357.350006,38.93,37.619999,37.535
"2014-02-18",19.499643,353.649994,37.470001,37.419998,37.605
"2014-02-19",19.191786,347.380005,37.099998,37.509998,37.41
"2014-02-20",18.969643,349.799988,37.299999,37.75,37.790001
"2014-02-21",18.758928,346.76001,37.18,37.98,38.240002
"2014-02-24",18.841072,351.779999,37.5,37.689999,38.919998
"2014-02-25",18.645,358.320007,37.77,37.540001,39.055
"2014-02-26",18.476786,359.799988,37.869999,37.470001,39.209999
"2014-02-27",18.845358,360.130005,38.07,37.860001,39.009998
"2014-02-28",18.794285,362.100006,38.200001,38.310001,39.150002
"2014-03-03",18.848572,359.779999,38.119999,37.779999,38.695
"2014-03-04",18.972857,363.899994,38.310001,38.41,39.310001
"2014-03-05",19.012857,372.369995,38.349998,38.110001,38.709999
"2014-03-06",18.955357,372.160004,38.470001,38.150002,39.110001
"2014-03-07",18.944286,372.059998,38.549999,37.900002,39.73
"2014-03-10",18.961428,370.529999,38.650002,37.82,39.490002
"2014-03-11",19.14607,368.820007,38.799999,38.02,39.400002
"2014-03-12",19.164642,370.640015,38.470001,38.27,39.485001
"2014-03-13",18.951786,371.51001,37.970001,37.889999,39.264999
"2014-03-14",18.738928,373.73999,38.169998,37.700001,39.16
"2014-03-17",18.812143,375.040009,38.27,38.049999,39.490002
"2014-03-18",18.978571,378.769989,38.400002,39.549999,39.82
"2014-03-19",18.973572,373.230011,38.139999,39.27,39.575001
"2014-03-20",18.882143,368.970001,38.450001,40.330002,39.634998
"2014-03-21",19.031071,360.619995,38.439999,40.16,37.605
"2014-03-24",19.256786,351.850006,38.400002,40.5,37.43
"2014-03-25",19.463928,354.709991,38.619999,40.34,36.825001
"2014-03-26",19.277857,343.410004,38.610001,39.790001,36.610001
"2014-03-27",19.195,338.470001,38.82,39.360001,36.66
"2014-03-28",19.173571,338.290009,38.950001,40.299999,36.77
"2014-03-31",19.169285,336.369995,38.66,40.990002,36.93
"2014-04-01",19.344643,342.98999,38.41,41.419998,37.195
"2014-04-02",19.376785,341.959991,38.330002,41.349998,37.27
"2014-04-03",19.2425,333.619995,38.07,41.009998,36.994999
"2014-04-04",18.993572,323,38.220001,39.869999,36.419998
"2014-04-07",18.695356,317.76001,38.619999,39.799999,35.415001
"2014-04-08",18.694286,327.070007,38.900002,39.82,36.459999
"2014-04-09",18.940001,331.809998,38.990002,40.470001,36.779999
"2014-04-10",18.695715,317.109985,38.889999,39.360001,36.224998
"2014-04-11",18.557501,311.730011,38.630001,39.209999,35.625
"2014-04-14",18.631428,315.910004,38.73,39.18,36.189999
"2014-04-15",18.498571,316.079987,40.18,39.75,36.139999
"2014-04-16",18.536072,323.679993,40.59,40.400002,36.549999
"2014-04-17",18.747858,324.910004,40.720001,40.009998,37.014999
"2014-04-21",18.970358,330.869995,40.75,39.939999,36.950001
"2014-04-22",18.989286,329.320007,40.709999,39.990002,37.174999
"2014-04-23",18.741072,324.579987,40.73,39.689999,37.049999
"2014-04-24",20.2775,337.149994,40.700001,39.860001,36.695
"2014-04-25",20.426428,303.829987,41.009998,39.91,36.349998
"2014-04-28",21.217501,296.579987,41.029999,40.869999,35.834999
"2014-04-29",21.154642,300.380005,40.57,40.509998,36.240002
"2014-04-30",21.074642,304.130005,40.790001,40.400002,36.474998
"2014-05-01",21.124287,307.890015,40.779999,40,36.459999
"2014-05-02",21.163572,308.01001,40.950001,39.689999,36.494999
"2014-05-05",21.462856,310.049988,40.759998,39.43,36.645
"2014-05-06",21.22893,297.380005,40.490002,39.060001,36.125
"2014-05-07",21.154642,292.709991,40.91,39.419998,36.09
"2014-05-08",20.999643,288.320007,40.73,39.639999,36.525002
"2014-05-09",20.912144,292.23999,40.869999,39.540001,36.724998
"2014-05-12",21.172501,302.859985,40.82,39.970001,37.314999
"2014-05-13",21.205715,304.640015,41.110001,40.419998,37.294998
"2014-05-14",21.209642,297.619995,40.889999,40.240002,36.790001
"2014-05-15",21.029285,295.190002,40.52,39.599998,36.470001
"2014-05-16",21.339643,297.700012,40.889999,39.830002,36.970001
"2014-05-19",21.592501,296.76001,40.709999,39.75,37.244999
"2014-05-20",21.596786,301.190002,40.580002,39.68,36.630001
"2014-05-21",21.653929,305.01001,40.869999,40.349998,37.105
"2014-05-22",21.688213,304.910004,40.580002,40.099998,37.439999
"2014-05-23",21.933214,312.23999,40.580002,40.119999,37.924999
"2014-05-27",22.343929,310.820007,40.77,40.189999,38.305
"2014-05-28",22.286072,310.160004,40.580002,40.009998,38.134998
"2014-05-29",22.692142,313.779999,40.66,40.34,38.189999
"2014-05-30",22.607143,312.549988,40.91,40.939999,38.455002
"2014-06-02",22.451786,308.839996,40.860001,40.790001,38.360001
"2014-06-03",22.769285,307.190002,40.880001,40.290001,37.775002
"2014-06-04",23.029285,306.779999,40.790001,40.32,38.064999
"2014-06-05",23.119642,323.570007,40.889999,41.209999,37.935001
"2014-06-06",23.056072,329.670013,40.990002,41.48,38.115002
"2014-06-09",23.424999,327.5,40.91,41.27,38.334999
"2014-06-10",23.5625,332.410004,41.07,41.110001,38.154999
"2014-06-11",23.465,335.200012,40.860001,40.860001,37.57
"2014-06-12",23.0725,325.910004,40.419998,40.580002,37.384998
"2014-06-13",22.82,326.269989,40.369999,41.23,37.310001
"2014-06-16",23.049999,327.619995,40.66,41.5,37.275002
"2014-06-17",23.02,325.619995,40.919998,41.68,37.544998
"2014-06-18",23.045,334.380005,41.560001,41.650002,38.105
"2014-06-19",22.965,327,41.790001,41.509998,37.82
